Region;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Stavropol'skij kraj;5137762.5;6238543.5;7604376.7;9256172.4;11397956.4;14545099.2;13969264.2;15329792.8;18486305.8;22127692.1;23912305.7;25156852.5;25703758.2;28239986.3;30975226.8;32837810.2;33939291.7;37152181.3
Respublika Bashkortostan;11239467.8;12813747.7;16087548.8;19474757.2;24397719.3;28365687.1;29361129.7;36857488;42751308;50968447;53979000.7;55118246.5;56223494.1;58973040.1;63434534.1;67533401.1;70138957.3;76953858
Respublika Marij El;1735066.9;1880057.1;2290391.2;2832204.1;3532099.9;3858239.8;3812050.3;4186207.9;4725982.6;5811635.3;6149284;5998025.1;5596663;6250022.5;7173678.7;8377686.8;8674560.8;9250774.1
Respublika Mordoviya;1656910.7;1907106.3;2335921.3;2953896.5;3620107.4;4238310.4;4119775.2;4533537.3;5383336.2;6727371.5;7486568;8150252.3;8199518.2;8896068.5;9633941.7;9901351;10222832.9;10869022.3
Respublika Tatarstan (Tatarstan);9972436.6;12781676.3;14877733.8;19552370.4;24599138.7;24573123.4;23672374.2;30887512.4;35969305.1;44104533.8;48877165.2;51469850.8;54843073.4;58872802.7;63552813.5;71569955;73594972.3;81017977.8
Udmurtskaya Respublika;3962860.1;4858342.2;5682238.2;7015245.6;8186585.9;9257661.2;9619626.9;10993675.9;13141323.9;15180326;16852424.3;17393057.5;17520295.1;19245531.9;21257360.9;23180991;24426458.9;26928460.5
CHuvashskaya Respublika - CHuvashiya;2706627.3;3160899.3;3866784.4;4723323.8;5930223.8;7089988.6;6689551.5;7557174.8;8561984.7;9875842.6;10834432;10710568.9;10813020.7;11819483.3;13300853.6;14634932.6;15009241.6;16975342.9
Permskij kraj;7530155.4;9158235.8;10726359.8;13251441.1;16078010.7;17652043;16492386.7;19740291.8;22854309.6;28106059.8;30210981.9;31557390.2;32142167;34545294.3;36923234.3;38145119.3;37971266.3;42639786.4
Kirovskaya oblast';3630919.9;3935403;4640507.1;5392138.5;6468463.4;7313089.6;6927266.8;8285891.7;9497393.1;11070863.2;11859466.5;12105783.3;12242063.7;14086769.2;15445389.7;16302437.7;17462183.2;19139731
Nizhegorodskaya oblast';6866112;8256170.1;10138777.1;12942687.7;16672199.8;19839295.5;19662773.6;21817004;25471568.8;32051048.6;35419376.4;35887243.5;36806285.6;41090568.6;46303514.7;49630319.6;51704045.8;54990013.4
