Region;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Respublika Ingushetiya;126937.4;189574.5;74476.5;203374.8;296352.2;467568.1;761475.4;1062577.3;1219360;1283354.2;1455276.5;1597947.3;3511078.1;4931229.8;5314402.3;5729511.7;6822895.5;9197695.3
Kabardino-Balkarskaya Respublika;722914.6;2130445.5;2364805.3;1820894.2;3783580.4;1963668.4;2245429.7;3628256.1;4221852.4;3696878.3;4103024.8;4735182.5;15274986.7;14885985.1;14708349.2;14830666.1;16750435.6;21466219.5
Karachaevo-CHerkesskaya Respublika;973077;1142118.6;1863757.7;1577683.5;2145535.3;2257455.5;2767013.3;2871050.5;3124544.4;2517193.2;2838246.6;3122371.9;6962008;7144808.3;7197300.6;7685958;8241488.1;9135107.7
Respublika Severnaya Osetiya-Alaniya;966288.6;2183295.5;3026131.2;2413035.4;3266497.8;2798438.5;4288522.3;4202923.8;4531071.9;4175030.1;4533763.2;5512987.5;23471512.4;23512284.6;29330911.2;29103657.3;33788832;36314681.2
CHechenskaya Respublika;0;211490;597182.7;976146.8;2029160.7;2051615.7;1972372.2;2747931.7;3223515.1;4229950.7;6174852.1;7342639.7;22010399.9;23666158.9;24344277.3;26372497.3;27108654.5;29226886.4
Stavropol'skij kraj;6092349.5;8889495.5;10281121.1;13231959;15717343.1;16315518.6;22135625.1;24417637.9;28173735.5;29315328.5;33540048.5;45436430.2;79511597;82910683.7;83492711.7;90676075.2;87049675.4;107608363.3
Respublika Bashkortostan;16467876.2;26530340.9;30673205.7;32810684.9;40066942.8;45575106.1;51938087.5;60968245;80392703.1;87623995.3;98725944.3;114784613.4;111883425.2;116644125.1;144830444.1;160015526.8;167321780.1;181901930.4
Respublika Marij El;1669973.9;1553459;2275902.2;2963574.6;3406508.1;4055658.5;5086762.9;5761073.3;7984060.5;8360524;9852682.2;15736851.3;19721438.5;18878626.5;19574518.2;19584660.9;21196890.2;21548427.6
Respublika Mordoviya;1891029;2529349.2;3403094.3;3509887;4831236.6;6124280;6684701.8;8303960.3;9767697.1;11862395.6;16026059.5;13184357.5;25464967.7;25892321.2;26039130.6;26637791.6;25952266.6;29320186.5
Respublika Tatarstan (Tatarstan);21263936.8;22986115.4;36356721.6;45152161.5;64686709.3;87518837.3;112745682.8;119638513.1;128169980.3;153054896.1;157823771.2;181206578.5;165409640.4;181529339.8;197595674.4;222357473.6;257771421.7;315499702.2
Udmurtskaya Respublika;5254421.8;5931193;7777813.1;9013528.7;11563467;13568673.7;17700752.8;21028536;23475111.6;25122173.1;28238741.7;43075304.2;50795025.4;56670796;59785698;63076437.4;70097990.4;81809856.3
CHuvashskaya Respublika - CHuvashiya;3018713.3;3943781.3;6301381.7;8607376.1;11729594.1;12242268;13748850.5;18146586;22509408;25587741.2;26403752.8;28209664.9;41636546;40121328.8;38536673.6;42380708.9;47862504.8;59837144.8
Permskij kraj;28125579.6;32294293.4;38728045.9;43722253.8;48708683.3;52980874;52989179.7;63863253.9;65066422.1;73734244.2;83936060.6;110859572.7;92830235.6;95898292.9;106307051.9;109989419.8;117429001.9;124975157.8
Kirovskaya oblast';4421564.1;4986954.9;5881984.6;7931459.5;9775913.1;11613672.7;16726018.6;16635713.8;20330411.5;19872459.2;21764892.1;26922259.2;33520074.6;38747234.6;39185355.6;40511108.8;43139732;50084959.8
Nizhegorodskaya oblast';28291306.3;32293572;39135212;46645858.7;55404190.5;58781833;75928277.2;90099477.2;105839527.7;116011176.2;125360218.4;160192709.5;168530932;167419925.5;169517620.2;184527988;191329427.5;219477776.3
Orenburgskaya oblast';7835184.1;8581984;8588490.1;10505891.9;14665731.6;15582080.1;19427283.8;22659981.7;26735382.9;31900182;35481959.5;38730223;56490759.4;55755586.9;60159995.3;59716232.3;65082948.4;70586458.5
Penzenskaya oblast';4724809.8;6051689.5;8309481.6;11154241.5;14674931.9;15062408.1;18303499.6;25357289.1;25396272.1;29936032.8;33448506.9;43170542.3;39668399;40822312.9;47026497.2;54413835.1;53491298.1;62843554
Samarskaya oblast';24261156.8;40586899.3;50244894.6;55002838.2;69227573.8;64780048.9;73109001.5;80615798.6;90929690.9;116738466.8;125046344.8;164169290.7;163421874.7;169476673.2;180487565.7;185541136.8;188782386.2;197557519.9
Saratovskaya oblast';9111349.5;9305749.3;12692000.4;15320939.9;21290163.4;21323286.2;25110506.8;26275444.1;35530355.6;38311612.9;41122072.8;45870876.2;73226322.5;77821778.6;79289585.9;80490607.3;90788637.7;95280767.5
Ul'yanovskaya oblast';4843629.2;5876925.7;8122926;9949346;11116506.6;12543699.6;15611574.1;18280442.9;21276107;24880345.3;24143377.3;31360113.2;42143793.3;40788108.5;44125030.9;46126353.5;49011002.5;52440212.2
Kurganskaya oblast';2443716.2;2550745.3;3125498.3;4004324.1;5925494.3;5546165.8;7544549.8;7427539.5;8697996.4;8879048.7;10089836.9;12406081.1;16363953.5;17200951.5;18667393.9;20595322.2;22693291.7;26034562.4
Sverdlovskaya oblast';25476760.5;32966033.6;51123287.6;61950493.6;74995195.6;76616638.2;97146313.5;122491298;155271011.4;193860914.2;182195947.4;214232758.4;208788357.3;233334947.6;238407521.4;265623122.9;261886670.9;315849625.2
Tyumenskaya oblast';98912121.8;114110653.2;148014672.4;166214013.5;229483197.4;223776464.3;278506915.9;310968709.1;325138118.4;329142610.5;382790778.3;475855390;199834584.1;219457835.4;258267501.6;268742696.7;299509332.9;347104738.9
CHelyabinskaya oblast';22144526.6;28182882.4;32377947;36559166.6;42422631.4;38801399.8;51831955;72542554.5;80411991.2;78413175.6;86341988.9;120284700.7;126351432.9;134660341.2;146661911.7;149163588.5;146075972.9;166642613.3
Respublika Altaj;377475.5;410091.2;611793.6;737965.4;738225;1132163.5;1368065.8;1667454;2601492.4;2624102.8;2751704.2;2942387.8;3907322.4;4804661.7;5408623.2;4404716.5;5175644.9;6411924.6
Respublika Tyva;532837.7;779419.4;848262.5;948215.9;1059763.1;1491091.7;1854277.6;1915652;2068661.4;2299452.4;2313419.6;1947115.6;4436289.7;5406659.9;5758657;6628459.8;7504913.6;10150659.3
Respublika Hakasiya;1376806.6;1415807.6;1743823.4;5375595.8;6791224.2;5731248.1;7792133;11933336;11820443.5;12384847.8;16306176.6;11695986.6;14668204.9;15676525.1;15417095.4;17780930.2;20078801.7;23825091.4
Altajskij kraj;5882608.6;7529886.1;10994376.3;14555498.7;17673238.9;14955307.1;20955434.4;30329066.9;39657927.2;48626919.5;52335778.1;58061207.8;74357138.2;77327602.3;74614961.9;82116998.2;82648077.5;95644996.9
Krasnoyarskij kraj;16660459.3;21516821.6;25674456.8;36651958.8;42502059.1;46139289.6;57946155.5;65766351.6;79335794.3;93488196;95815815.7;109813619.3;100069569.5;116834264.9;133957878.3;153675509.6;160418352.1;179726598.2
Irkutskaya oblast';9502218.5;11610614.8;17871593.4;24567546.9;32059720.4;29358658.4;35667212.8;42763559.5;50340157.3;58454101.1;61909391.2;74127934.5;70507795.9;76778844.6;94501639.4;93353436.6;99608514;134884211
Kemerovskaya oblast' - Kuzbass;13428050.5;17564944.2;19690657.1;25982296.9;34279358.9;35246879;46155739.9;50899836.3;67521263.7;66456976.8;64895728.9;71784058.8;68151785.4;70763502;79172675.1;84300996.1;84515677.6;110110823
Novosibirskaya oblast';25992098.7;31565701.1;40532032.7;60430267.1;67840152.2;65571260.2;76895600.8;106666470.8;123477653.4;158685758.9;186241959.6;225748733.4;135416588.1;153185622.8;156495170;175791797.7;184351252.9;207412023.8
Omskaya oblast';8620474.1;11293788.7;15510941.7;17931442;21021378.2;23191303;27189729.5;34718086.4;39529613.3;45550940.9;52053483.9;58476299.4;68529729;69998726.1;73918797.8;79062017.9;84927014.6;100601902.2
Tomskaya oblast';8783681.1;12398591.4;17182238;20628106.7;25728321.2;31564440;33143710.6;35571556.2;40912393.2;47761216.7;46764442.1;54826304.5;53522409.9;54962936.7;60336413;59692645.3;65258096.6;76952473.9
Respublika Buryatiya;1771313.1;2390755.1;3104993.2;3839201.9;4926387.5;5553784.6;6901410.9;6744382.4;8513792.1;10663828;10717867.7;11711060.9;19599974.3;20280983.8;23500303;25967044.7;29622652.5;35397635.1
Zabajkal'skij kraj;4689315.5;4900217.2;5500414.4;6675542.7;7595603.8;8566937.4;10590561.6;17643496.1;17452765.3;19213336.3;15494222.7;19304289.2;17091558.5;18995951.1;22377027.8;29143436.4;32013187;36614022.8
Respublika Saha (YAkutiya);16040946.1;21247828.3;20296040.4;19748762.4;18834568.9;18011594.8;20790533.4;24660119.7;23599039.6;25351208.6;28833445.1;29919019.7;33377254.4;32665994.1;38889535.1;48139868.4;53598954.5;52807667.7
Kamchatskij kraj;1501983;2097351.8;2681258.5;3056358.3;4299443;4252743.5;4729396.7;5455594.3;6801480.6;7777589.3;8359175.3;11008297.7;13211533.8;13107570.9;13475702.6;14307345.3;16655417.6;16441078.8
Primorskij kraj;10390171.5;13285718;15529559.4;18741441.4;24697802.3;30522201.3;33726424.5;41847852.9;50407646.9;59316498.7;54556864.9;71818746.9;90850715.2;95084144.9;104151982.8;120257639.3;130694669.8;160272948
Habarovskij kraj;12930530.7;15305860.2;18907307.6;21535428.3;25105375.9;27559877.1;34898390.7;30083035;34760686.9;39379149.4;39639454;55196309.7;53506388.2;60921556.5;60111398.9;70229245;76109652;93952148.6
Amurskaya oblast';1891750.8;3096696.1;5759466.9;5282442.7;6556402.3;6566779;8408779.9;8684058.6;11781688.2;10189519.6;11649205.2;16423774;29086818;30567991.2;35097927.7;38353923.9;47319970;51208049.3
Magadanskaya oblast';1183563;1659685.2;1911823.4;2348281.7;2830587.7;2814151.4;3712959.9;3946623.8;4476004.2;4876210.9;5756693;5612377.7;4695785.9;4271155.6;4579640.6;4899653;5838948.9;7850963.6
Sahalinskaya oblast';4831243.7;6128022.6;8592166;15582537.2;16340951.4;15576193;27423570.9;30272663;30645850;36885071.6;38409816.5;60241917.7;28199836.4;26409942.8;29535657.6;31685196.6;31811693.1;34979154.3
Evrejskaya avtonomnaya oblast';349058.6;471371.5;790496.4;814115.9;1134191.4;1327062.5;1503688.3;2500918.5;2544084.2;2572820.2;2854522.1;3147967.6;3793858.3;3423823.8;3806200.6;3909201.9;4356811.9;4967241.5
CHukotskij avtonomnyj okrug;567680.3;474627.2;963630.3;913155.8;988833.9;764567.9;747508;656155.2;594187.5;783812.4;800759.6;1109943;712392.7;856158.8;1079549.4;1002936;1460647.4;1608666.7
